proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,n_RG_motifs,RG_repeat_cluster,RG_repeat_region,n_SR_motifs,SR_repeat_cluster,SR_repeat_region,n_GS_motifs,GS_repeat_cluster,GS_repeat_region,polar_n_runs,polar_mean_run_length,polar_max_run_length,polar_mean_gap,polar_cv_gap,polar_label,hydrophobic_n_runs,hydrophobic_mean_run_length,hydrophobic_max_run_length,hydrophobic_mean_gap,hydrophobic_cv_gap,hydrophobic_label,aromatic_n_runs,aromatic_mean_run_length,aromatic_max_run_length,aromatic_mean_gap,aromatic_cv_gap,aromatic_label,disorder_n_runs,disorder_mean_run_length,disorder_max_run_length,disorder_mean_gap,disorder_cv_gap,disorder_label,charged_n_runs,charged_mean_run_length,charged_max_run_length,charged_mean_gap,charged_cv_gap,charged_label,cooc_positive_aromatic,uniprot_length,coverage_per_lcr
Q5JTH9,AlcoR,1,516,516,pre-rRNA,domain_edge,sr_rs_repeat_region,Q5JTH9,0.1027131782945736,0.02713178294573643,0.02325581395348837,0.06395348837209303,0.04069767441860465,0.05232558139534884,0.03682170542635659,0.02713178294573643,0.06395348837209303,0.125968992248062,0.02713178294573643,0.01550387596899225,0.04457364341085272,0.03682170542635659,0.04263565891472868,0.1085271317829457,0.06201550387596899,0.07170542635658915,0.01356589147286822,0.01356589147286822,0.4806201550387597,0.6647286821705426,0.3197674418604651,0.1046511627906977,0.5155038759689923,0.1065891472868217,0.0872093023255814,0.1937984496124031,0.01937984496124031,0.1608527131782946,0,0,False,5,3,True,12,0,False,137,1.81021897810219,7,1.948529411764706,0.6044218218240017,dispersed,116,2.956896551724138,12,1.504347826086956,0.6033751838473937,dispersed,44,1.227272727272727,2,10.11627906976744,0.7431654506496107,dispersed,116,2.293103448275862,9,2.156521739130435,0.7068077979673327,dispersed,80,1.25,3,5.177215189873418,0.9790092541364671,dispersed,1.0,1297.0,0.39784117193523516
Q5JTH9,AlcoR,523,710,188,pre-rRNA,domain_edge,aromatic_sticker_region,Q5JTH9,0.1117021276595745,0.01595744680851064,0.05319148936170213,0.04787234042553191,0.05319148936170213,0.05851063829787234,0.01595744680851064,0.03723404255319149,0.03191489361702127,0.1170212765957447,0.02127659574468085,0.01595744680851064,0.07446808510638298,0.04787234042553191,0.05851063829787234,0.04787234042553191,0.09042553191489362,0.06914893617021277,0.01595744680851064,0.01595744680851064,0.4414893617021277,0.6542553191489362,0.3297872340425532,0.101063829787234,0.4787234042553192,0.09042553191489362,0.101063829787234,0.1914893617021277,-0.01063829787234043,0.1063829787234043,0,0,False,2,0,False,2,0,False,46,1.804347826086957,4,2.311111111111111,0.687617660722351,dispersed,46,2.673913043478261,9,1.377777777777778,0.5577940795416317,dispersed,16,1.1875,2,10.33333333333333,1.259635082515177,dispersed,45,2.0,5,2.227272727272727,0.6622441118199165,dispersed,32,1.125,2,4.612903225806452,0.9767706405041122,dispersed,1.0,1297.0,0.14494988434849654
Q5JTH9,AlcoR,717,975,259,pre-rRNA,domain_adjacent,aromatic_sticker_region,Q5JTH9,0.09266409266409266,0.02702702702702703,0.03474903474903475,0.06563706563706563,0.03474903474903475,0.04247104247104247,0.02316602316602316,0.04247104247104247,0.06563706563706563,0.1621621621621622,0.01544401544401544,0.01544401544401544,0.03474903474903475,0.02702702702702703,0.04633204633204633,0.08494208494208494,0.06177606177606178,0.1003861003861004,0.0,0.02316602316602316,0.4478764478764479,0.6911196911196911,0.3783783783783784,0.08108108108108109,0.4594594594594595,0.111969111969112,0.1003861003861004,0.2123552123552123,0.01158301158301158,0.1274131274131274,1,0,False,2,0,False,1,0,False,61,1.901639344262295,5,2.35,0.744478189241853,dispersed,53,3.377358490566038,12,1.538461538461539,0.5172040216394299,dispersed,21,1.0,1,11.25,0.909483641319161,dispersed,61,1.950819672131147,8,2.216666666666667,0.7686476131141129,dispersed,41,1.341463414634146,2,5.05,1.049645049494561,dispersed,1.0,1297.0,0.19969159599074787
Q5JTH9,AlcoR,983,1061,79,pre-rRNA,distal_terminal,mixed_charge_polyampholyte,Q5JTH9,0.08860759493670886,0.0,0.02531645569620253,0.1645569620253164,0.06329113924050633,0.02531645569620253,0.0379746835443038,0.0379746835443038,0.08860759493670886,0.1139240506329114,0.0379746835443038,0.02531645569620253,0.01265822784810127,0.02531645569620253,0.1392405063291139,0.02531645569620253,0.01265822784810127,0.06329113924050633,0.0,0.01265822784810127,0.5569620253164557,0.5822784810126582,0.3291139240506329,0.1139240506329114,0.569620253164557,0.2278481012658228,0.189873417721519,0.4177215189873418,0.0379746835443038,0.05063291139240506,0,0,False,0,0,False,0,0,False,20,2.2,8,1.842105263157895,0.4746642207381758,dispersed,18,2.555555555555555,6,1.411764705882353,0.4894725051862804,dispersed,7,1.285714285714286,2,6.333333333333333,0.7824246709115004,dispersed,19,2.368421052631579,9,1.888888888888889,0.6084753195758001,dispersed,19,1.736842105263158,8,2.333333333333333,0.6851187890446742,dispersed,1.0,1297.0,0.06090979182729375
Q5JTH9,AlcoR,1067,1122,56,pre-rRNA,distal_terminal,acidic_region,Q5JTH9,0.05357142857142857,0.0,0.1071428571428571,0.2142857142857143,0.01785714285714286,0.1071428571428571,0.0,0.03571428571428571,0.07142857142857142,0.08928571428571429,0.0,0.03571428571428571,0.01785714285714286,0.05357142857142857,0.1071428571428571,0.07142857142857142,0.0,0.0,0.01785714285714286,0.0,0.6785714285714286,0.3928571428571428,0.1607142857142857,0.03571428571428571,0.6964285714285714,0.1785714285714286,0.3214285714285715,0.5,-0.1428571428571428,0.1785714285714286,1,0,False,2,0,False,0,0,False,12,3.166666666666667,15,1.636363636363636,0.4714045207910316,dispersed,9,2.444444444444445,4,4.0,1.082531754730548,dispersed,2,1.0,1,11.0,0.0,dispersed,10,3.9,13,1.333333333333333,0.3535533905932738,dispersed,15,1.866666666666667,5,1.857142857142857,0.6389710663783134,dispersed,0.3488372093023256,1297.0,0.04317656129529684
Q5JTH9,AlcoR,1281,1297,17,pre-rRNA,distal_terminal,arginine_rich_rna_contact_region,Q5JTH9,0.0,0.0,0.05882352941176471,0.0,0.0,0.1176470588235294,0.05882352941176471,0.0,0.1176470588235294,0.0,0.0,0.05882352941176471,0.05882352941176471,0.05882352941176471,0.3529411764705883,0.05882352941176471,0.0,0.05882352941176471,0.0,0.0,0.7647058823529411,0.3529411764705883,0.05882352941176471,0.05882352941176471,0.7647058823529411,0.4705882352941176,0.05882352941176471,0.5294117647058824,0.4117647058823529,0.1764705882352941,1,0,False,0,0,False,1,0,False,3,4.333333333333333,9,1.5,0.3333333333333333,compact,3,2.0,4,2.5,0.2,dispersed,1,1.0,1,,,dispersed,5,2.6,5,1.0,0.0,dispersed,3,3.0,6,3.5,0.7142857142857143,compact,0.3076923076923077,1297.0,0.013107170393215111
P62826,AlcoR,1,216,216,mRNA,domain_edge,aromatic_sticker_region,P62826,0.0787037037037037,0.01388888888888889,0.06944444444444445,0.05555555555555555,0.05092592592592592,0.06481481481481481,0.02777777777777778,0.04629629629629629,0.08333333333333333,0.08333333333333333,0.01851851851851852,0.04629629629629629,0.05555555555555555,0.04166666666666666,0.04166666666666666,0.01851851851851852,0.05092592592592592,0.1018518518518518,0.01388888888888889,0.03703703703703703,0.4861111111111111,0.6712962962962963,0.3518518518518519,0.1296296296296296,0.4398148148148148,0.125,0.125,0.25,0.0,0.08333333333333333,1,0,False,1,0,False,0,0,False,51,2.058823529411764,5,2.14,0.846349278405116,dispersed,51,2.843137254901961,10,1.42,0.6153817542240417,dispersed,23,1.217391304347826,2,7.318181818181818,0.958636848381776,dispersed,52,1.826923076923077,7,2.274509803921569,0.6577761329977687,dispersed,37,1.459459459459459,5,4.333333333333333,0.6527139518645055,dispersed,1.0,216.0,1.0
H0YH84,AlcoR,1,44,44,mRNA,distal_terminal,cation_pi_rich_neighborhood,H0YH84,0.0,0.0,0.09090909090909091,0.0,0.02272727272727273,0.06818181818181818,0.0,0.0,0.1363636363636364,0.02272727272727273,0.0,0.1363636363636364,0.06818181818181818,0.06818181818181818,0.0,0.2045454545454546,0.1590909090909091,0.0,0.0,0.0,0.7954545454545454,0.4090909090909091,0.04545454545454546,0.02272727272727273,0.5454545454545454,0.1363636363636364,0.09090909090909091,0.2272727272727273,0.04545454545454546,0.2727272727272727,0,0,False,0,0,False,1,0,False,5,7.0,14,1.75,0.4738035414793428,dispersed,12,1.5,4,2.181818181818182,0.8477912478906586,dispersed,1,1.0,1,,,dispersed,10,2.4,4,2.111111111111111,0.4707511531578505,dispersed,7,1.428571428571429,2,4.666666666666667,0.6624013211068359,dispersed,0.3235294117647059,186.0,0.23655913978494625
H0YH84,AlcoR,52,186,135,mRNA,domain_edge,aromatic_sticker_region,H0YH84,0.06666666666666667,0.007407407407407408,0.05925925925925926,0.03703703703703703,0.04444444444444445,0.08148148148148149,0.02222222222222222,0.06666666666666667,0.02222222222222222,0.1555555555555556,0.02962962962962963,0.04444444444444445,0.05925925925925926,0.03703703703703703,0.03703703703703703,0.05185185185185185,0.05925925925925926,0.05925925925925926,0.007407407407407408,0.05185185185185185,0.4296296296296296,0.674074074074074,0.4148148148148148,0.1259259259259259,0.3925925925925926,0.05925925925925926,0.0962962962962963,0.1555555555555556,-0.03703703703703703,0.1333333333333333,0,0,False,0,0,False,1,0,False,38,1.526315789473684,3,1.972972972972973,0.6920181337158953,dispersed,26,3.5,10,1.76,0.5856408512147785,dispersed,14,1.214285714285714,2,7.846153846153846,0.6887909047156978,dispersed,27,1.962962962962963,4,2.884615384615385,0.7830424992013878,dispersed,18,1.166666666666667,3,5.941176470588236,0.646679437338928,dispersed,0.9514563106796117,186.0,0.7258064516129032
A0A0G2JKY3,AlcoR,1,1061,1061,tRNA,domain_edge,aromatic_sticker_region,A0A0G2JKY3,0.08671065032987747,0.01885014137606032,0.03958529688972667,0.0706880301602262,0.03298774740810556,0.06974552309142319,0.0348727615457116,0.02544769085768143,0.03298774740810556,0.1272384542884072,0.01790763430725731,0.01413760603204524,0.08388312912346843,0.0527803958529689,0.0706880301602262,0.0706880301602262,0.03770028275212064,0.06786050895381715,0.02827521206409048,0.01696512723845429,0.469368520263902,0.5975494816211122,0.3166823751178134,0.1131008482563619,0.5381715362865221,0.1036757775683318,0.1102733270499529,0.2139491046182846,-0.006597549481621112,0.1404335532516494,7,0,False,11,0,False,12,0,False,281,1.772241992882562,8,2.0,0.7045768740375825,dispersed,270,2.348148148148148,13,1.587360594795539,0.5865563877679194,dispersed,100,1.2,4,9.323232323232324,1.0036140761085,dispersed,266,2.146616541353383,10,1.841509433962264,0.7133855713387038,dispersed,180,1.261111111111111,4,4.603351955307263,0.9628873580461222,dispersed,1.0,1061.0,1.0
F8VZA0,AlcoR,1,365,365,pre-rRNA,unclassified_no_pfam,mixed_charge_polyampholyte,F8VZA0,0.0410958904109589,0.01643835616438356,0.06027397260273973,0.0958904109589041,0.0684931506849315,0.04657534246575343,0.03013698630136986,0.06301369863013699,0.1123287671232877,0.0821917808219178,0.01095890410958904,0.05753424657534247,0.03835616438356165,0.03013698630136986,0.0410958904109589,0.0684931506849315,0.04931506849315068,0.06575342465753424,0.00273972602739726,0.01917808219178082,0.5671232876712329,0.6082191780821918,0.3123287671232877,0.1205479452054795,0.473972602739726,0.1534246575342466,0.1561643835616438,0.3095890410958904,-0.00273972602739726,0.1150684931506849,1,0,False,0,0,False,1,0,False,92,2.25,8,1.714285714285714,0.6770032003863301,dispersed,88,2.522727272727273,12,1.64367816091954,0.5532878446112582,dispersed,39,1.128205128205128,3,7.763157894736842,0.7975904534637297,dispersed,86,2.011627906976744,7,2.235294117647059,0.6569466853317865,dispersed,76,1.486842105263158,4,3.333333333333333,0.784346862045103,dispersed,1.0,365.0,1.0
O43716,AlcoR,1,136,136,tRNA,domain_edge,aromatic_sticker_region,O43716,0.09558823529411764,0.01470588235294118,0.0661764705882353,0.09558823529411764,0.03676470588235294,0.07352941176470588,0.02205882352941177,0.02941176470588235,0.02205882352941177,0.1176470588235294,0.01470588235294118,0.02941176470588235,0.05882352941176471,0.02941176470588235,0.08823529411764706,0.0661764705882353,0.02205882352941177,0.08823529411764706,0.01470588235294118,0.01470588235294118,0.4705882352941176,0.5661764705882353,0.3161764705882353,0.08823529411764706,0.5294117647058824,0.1102941176470588,0.1617647058823529,0.2720588235294117,-0.05147058823529412,0.1397058823529412,0,0,False,3,0,False,2,0,False,34,1.882352941176471,5,2.151515151515151,0.6067791331982539,dispersed,35,2.2,6,1.705882352941176,0.5780363660082831,dispersed,11,1.090909090909091,2,12.2,0.5839840370674386,dispersed,36,2.0,6,1.771428571428571,0.5895376413708732,dispersed,28,1.321428571428571,3,3.37037037037037,0.7138629348972182,dispersed,1.0,136.0,1.0
Q9UIF9,AlcoR,1,484,484,ncRNA,distal_terminal,gs_rich_neutral_region,Q9UIF9,0.06818181818181818,0.01033057851239669,0.05371900826446281,0.06818181818181818,0.03512396694214876,0.06818181818181818,0.02272727272727273,0.02066115702479339,0.01239669421487603,0.09297520661157024,0.02066115702479339,0.05371900826446281,0.115702479338843,0.04752066115702479,0.004132231404958678,0.1611570247933884,0.05785123966942149,0.06611570247933884,0.004132231404958678,0.01652892561983471,0.5020661157024794,0.4958677685950413,0.256198347107438,0.07851239669421488,0.5454545454545454,0.01652892561983471,0.121900826446281,0.1384297520661157,-0.1053719008264463,0.2293388429752066,0,0,False,1,0,False,14,3,True,126,1.928571428571429,8,1.912,0.641465034200395,dispersed,128,1.875,6,1.921259842519685,0.6285608052027589,dispersed,34,1.117647058823529,2,12.75757575757576,0.8058735193160939,dispersed,118,2.23728813559322,10,1.863247863247863,0.6350519417919074,dispersed,52,1.288461538461539,3,8.137254901960784,1.068304495718638,dispersed,0.9010989010989011,1905.0,0.25406824146981627
Q9UIF9,AlcoR,1204,1311,108,ncRNA,distal_terminal,cation_pi_rich_neighborhood,Q9UIF9,0.05555555555555555,0.0,0.04629629629629629,0.06481481481481481,0.01851851851851852,0.04629629629629629,0.04629629629629629,0.0,0.02777777777777778,0.1481481481481481,0.0,0.0,0.1388888888888889,0.1759259259259259,0.009259259259259259,0.1759259259259259,0.01851851851851852,0.01851851851851852,0.009259259259259259,0.0,0.5740740740740741,0.3888888888888889,0.1944444444444444,0.07407407407407407,0.6944444444444444,0.03703703703703703,0.1111111111111111,0.1481481481481481,-0.07407407407407407,0.2222222222222222,1,0,False,0,0,False,1,0,False,32,1.9375,8,1.483870967741935,0.4802330877037939,dispersed,25,1.68,5,2.291666666666667,0.6603279926303591,dispersed,8,1.0,1,9.714285714285714,0.7478342432406542,dispersed,21,3.571428571428572,12,1.5,0.4472135954999579,dispersed,15,1.066666666666667,2,6.428571428571429,1.195877693073218,dispersed,0.5365853658536586,1905.0,0.05669291338582677
F8VZY7,AlcoR,160,258,99,mRNA,domain_edge,aromatic_sticker_region,F8VZY7,0.101010101010101,0.0101010101010101,0.0202020202020202,0.06060606060606061,0.04040404040404041,0.0707070707070707,0.0101010101010101,0.0101010101010101,0.0505050505050505,0.0505050505050505,0.0303030303030303,0.08080808080808081,0.06060606060606061,0.0202020202020202,0.04040404040404041,0.08080808080808081,0.08080808080808081,0.1111111111111111,0.0101010101010101,0.06060606060606061,0.5151515151515151,0.6363636363636364,0.3131313131313131,0.1212121212121212,0.4848484848484849,0.09090909090909091,0.08080808080808081,0.1717171717171717,0.0101010101010101,0.1515151515151515,0,0,False,0,0,False,1,0,False,29,1.758620689655172,5,1.642857142857143,0.8329236548116529,dispersed,23,2.739130434782609,9,1.636363636363636,0.4714045207910316,dispersed,11,1.090909090909091,2,8.7,0.8799674503642854,dispersed,23,2.08695652173913,5,2.090909090909091,0.5567934119506825,dispersed,12,1.416666666666667,3,5.090909090909091,0.809698860625331,dispersed,0.618421052631579,263.0,0.376425855513308
A0A0B4J254,AlcoR,1,67,67,snRNA,domain_edge,aromatic_sticker_region,A0A0B4J254,0.0,0.0,0.02985074626865672,0.02985074626865672,0.04477611940298507,0.08955223880597014,0.0,0.07462686567164178,0.1194029850746269,0.1791044776119403,0.07462686567164178,0.04477611940298507,0.05970149253731343,0.04477611940298507,0.0,0.05970149253731343,0.01492537313432836,0.05970149253731343,0.01492537313432836,0.05970149253731343,0.417910447761194,0.7313432835820896,0.5074626865671642,0.1194029850746269,0.4029850746268657,0.1194029850746269,0.05970149253731343,0.1791044776119403,0.05970149253731343,0.1492537313432836,0,0,False,0,0,False,0,0,False,20,1.4,4,2.0,0.6282808624375432,dispersed,15,3.266666666666667,10,1.285714285714286,0.4581228472908512,dispersed,8,1.0,1,6.142857142857143,0.7557245027568334,dispersed,18,1.5,4,2.294117647058823,0.59363266168155,dispersed,11,1.090909090909091,2,4.8,0.8730136183232068,dispersed,0.8653846153846154,67.0,1.0
H0YHU8,AlcoR,1,54,54,mRNA,domain_edge,aromatic_sticker_region,H0YHU8,0.01851851851851852,0.03703703703703703,0.05555555555555555,0.07407407407407407,0.09259259259259259,0.03703703703703703,0.01851851851851852,0.01851851851851852,0.1296296296296296,0.07407407407407407,0.03703703703703703,0.01851851851851852,0.07407407407407407,0.0,0.05555555555555555,0.1296296296296296,0.03703703703703703,0.07407407407407407,0.0,0.01851851851851852,0.5370370370370371,0.5925925925925926,0.3148148148148148,0.1296296296296296,0.5185185185185185,0.1851851851851852,0.1296296296296296,0.3148148148148148,0.05555555555555555,0.1666666666666667,0,0,False,0,0,False,1,0,False,13,2.230769230769231,5,1.916666666666667,0.6194698629902177,dispersed,17,1.882352941176471,6,1.3125,0.4441609072899436,dispersed,7,1.0,1,4.666666666666667,0.7985957062499248,dispersed,17,1.647058823529412,4,1.625,0.4803844614152614,dispersed,12,1.416666666666667,3,3.181818181818182,1.019003114292972,dispersed,0.9523809523809523,144.0,0.375
H0YHU8,AlcoR,70,144,75,mRNA,domain_edge,cation_pi_rich_neighborhood,H0YHU8,0.09333333333333334,0.0,0.01333333333333333,0.08,0.0,0.08,0.0,0.05333333333333334,0.1066666666666667,0.05333333333333334,0.05333333333333334,0.05333333333333334,0.1066666666666667,0.05333333333333334,0.05333333333333334,0.04,0.05333333333333334,0.06666666666666667,0.0,0.04,0.4933333333333333,0.6,0.2666666666666667,0.04,0.6133333333333333,0.16,0.09333333333333334,0.2533333333333334,0.06666666666666667,0.12,0,0,False,0,0,False,0,0,False,17,2.176470588235294,7,2.25,0.8388704928078611,dispersed,15,3.0,6,2.071428571428572,0.717539725747752,dispersed,3,1.0,1,28.0,0.9285714285714286,dispersed,17,2.705882352941177,7,1.8125,0.524092557019678,dispersed,15,1.266666666666667,2,3.0,0.8067178260046388,dispersed,0.3448275862068966,144.0,0.5208333333333334
P86452,AlcoR,1,390,390,unknown,distal_terminal,sr_rs_repeat_region,P86452,0.07179487179487179,0.01794871794871795,0.0641025641025641,0.06666666666666667,0.02820512820512821,0.06666666666666667,0.03589743589743589,0.04102564102564103,0.07435897435897436,0.07948717948717948,0.01025641025641026,0.04102564102564103,0.05384615384615385,0.02820512820512821,0.06666666666666667,0.1179487179487179,0.05641025641025641,0.05641025641025641,0.01282051282051282,0.01025641025641026,0.5743589743589743,0.5615384615384615,0.2384615384615385,0.08717948717948718,0.5461538461538461,0.141025641025641,0.1307692307692308,0.2717948717948718,0.01025641025641026,0.1846153846153846,3,0,False,6,3,True,9,0,False,94,2.382978723404255,8,1.774193548387097,0.6822422923379534,dispersed,97,2.257731958762887,9,1.78125,0.8111387271468036,dispersed,26,1.307692307692308,5,11.72,1.098403598782292,dispersed,89,2.393258426966292,14,1.988636363636364,0.7369213399166087,dispersed,70,1.514285714285714,6,3.840579710144928,0.8522622921354327,dispersed,1.0,979.0,0.3983656792645557
F8VU11,AlcoR,98,353,256,snRNA,unclassified_no_pfam,cation_pi_rich_neighborhood,F8VU11,0.0859375,0.0078125,0.05078125,0.09375,0.01171875,0.0546875,0.0078125,0.00390625,0.08203125,0.08203125,0.0078125,0.0234375,0.125,0.09765625,0.03515625,0.0859375,0.0390625,0.046875,0.0234375,0.03515625,0.57421875,0.48828125,0.2109375,0.078125,0.66015625,0.1171875,0.14453125,0.26171875,-0.02734375,0.140625,0,0,False,2,0,False,3,0,False,59,2.491525423728814,14,1.862068965517241,0.6497335108462531,dispersed,60,2.083333333333333,7,2.186440677966102,0.9126898839964745,dispersed,16,1.25,3,14.0,1.257088743424082,dispersed,51,3.313725490196079,17,1.74,0.6973706350398856,dispersed,47,1.425531914893617,4,3.978260869565217,0.9979075722873293,dispersed,0.8341968911917098,892.0,0.28699551569506726
H0YIP0,AlcoR,210,219,10,tRNA,distal_terminal,basic_enriched_region,H0YIP0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,1.0,0.5,0.1,0.6,0.4,0.1,0,0,False,0,0,False,0,0,False,3,2.0,4,1.5,0.3333333333333333,compact,2,3.5,6,1.0,0.0,compact,0,,0,,,insufficient,1,10.0,10,,,compact,3,2.0,4,1.5,0.3333333333333333,compact,0.0,219.0,0.045662100456621
Q9Y6G3,AlcoR,1,65,65,ribosomal protein,domain_edge,aromatic_sticker_region,Q9Y6G3,0.07692307692307693,0.06153846153846154,0.04615384615384616,0.01538461538461539,0.01538461538461539,0.03076923076923077,0.04615384615384616,0.03076923076923077,0.06153846153846154,0.09230769230769231,0.03076923076923077,0.04615384615384616,0.06153846153846154,0.01538461538461539,0.03076923076923077,0.07692307692307693,0.06153846153846154,0.1230769230769231,0.01538461538461539,0.06153846153846154,0.4769230769230769,0.7076923076923077,0.3692307692307693,0.1384615384615385,0.3692307692307693,0.09230769230769231,0.06153846153846154,0.1538461538461539,0.03076923076923077,0.1076923076923077,0,0,False,0,0,False,0,0,False,13,2.384615384615385,6,2.25,0.449050209369709,dispersed,14,3.285714285714286,10,1.461538461538461,0.4340111184860696,dispersed,8,1.125,2,6.571428571428571,0.7536928618852051,dispersed,16,1.5,3,2.6,0.7794197001831109,dispersed,8,1.25,2,5.714285714285714,0.7288689868556624,dispersed,0.82,142.0,0.45774647887323944
Q9Y6G3,AlcoR,73,142,70,ribosomal protein,domain_edge,mixed_charge_polyampholyte,Q9Y6G3,0.0,0.01428571428571429,0.04285714285714286,0.1142857142857143,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.02857142857142857,0.1,0.07142857142857142,0.02857142857142857,0.05714285714285714,0.1142857142857143,0.02857142857142857,0.1,0.01428571428571429,0.05714285714285714,0.04285714285714286,0.01428571428571429,0.02857142857142857,0.6428571428571429,0.5285714285714286,0.2428571428571429,0.1571428571428571,0.5,0.2,0.1571428571428571,0.3571428571428572,0.04285714285714286,0.04285714285714286,0,0,False,0,0,False,0,0,False,16,2.8125,9,1.666666666666667,0.565685424949238,dispersed,19,1.947368421052632,8,1.722222222222222,0.6650170363899452,dispersed,8,1.375,2,5.428571428571429,0.9123650433347219,dispersed,20,1.75,4,1.842105263157895,0.6167723755692259,dispersed,18,1.388888888888889,3,2.647058823529412,0.5929628472945037,dispersed,1.0,142.0,0.49295774647887325
F8VP89,AlcoR,1,34,34,mRNA,distal_terminal,unmapped_physicochemical_properties,F8VP89,0.1176470588235294,0.0,0.05882352941176471,0.02941176470588235,0.02941176470588235,0.1764705882352941,0.0,0.02941176470588235,0.1764705882352941,0.05882352941176471,0.02941176470588235,0.02941176470588235,0.0,0.0,0.0,0.08823529411764706,0.1176470588235294,0.02941176470588235,0.0,0.02941176470588235,0.5294117647058824,0.7941176470588235,0.2058823529411765,0.05882352941176471,0.5882352941176471,0.1764705882352941,0.08823529411764706,0.2647058823529412,0.08823529411764706,0.2647058823529412,0,0,False,0,0,False,1,0,False,8,2.25,6,1.714285714285714,0.5137011669140814,dispersed,7,3.857142857142857,6,1.166666666666667,0.3194382824999699,dispersed,2,1.0,1,12.0,0.0,dispersed,6,3.333333333333333,7,2.0,0.7745966692414834,dispersed,5,1.8,3,2.5,0.6633249580710799,dispersed,0.03703703703703703,275.0,0.12363636363636364
F8VP89,AlcoR,42,275,234,mRNA,domain_edge,sr_rs_repeat_region,F8VP89,0.05555555555555555,0.0,0.1794871794871795,0.05555555555555555,0.03846153846153846,0.06837606837606838,0.004273504273504274,0.02991452991452992,0.02136752136752137,0.05982905982905983,0.0,0.03418803418803419,0.0641025641025641,0.008547008547008548,0.1495726495726496,0.1025641025641026,0.03846153846153846,0.02564102564102564,0.01282051282051282,0.05128205128205128,0.6581196581196581,0.405982905982906,0.217948717948718,0.1068376068376068,0.5256410256410257,0.1709401709401709,0.235042735042735,0.405982905982906,-0.0641025641025641,0.1709401709401709,3,0,False,7,3,True,2,0,False,49,3.142857142857143,26,1.666666666666667,0.4795831523312719,dispersed,58,1.637931034482759,7,2.403508771929824,0.7709632657816581,dispersed,23,1.08695652173913,2,8.909090909090908,1.080814091495315,dispersed,59,2.084745762711865,8,1.844827586206897,0.6350328029666986,dispersed,51,1.862745098039216,7,2.76,0.8861936664469825,dispersed,1.0,275.0,0.850909090909091
Q5GAN4,AlcoR,1,31,31,unknown,domain_edge,aromatic_sticker_region,Q5GAN4,0.03225806451612903,0.0,0.03225806451612903,0.1290322580645161,0.06451612903225806,0.0,0.06451612903225806,0.1290322580645161,0.0,0.1612903225806452,0.0967741935483871,0.06451612903225806,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.1290322580645161,0.03225806451612903,0.0,0.3870967741935484,0.7419354838709677,0.6129032258064516,0.1612903225806452,0.1935483870967742,0.0,0.1612903225806452,0.1612903225806452,-0.1612903225806452,0.03225806451612903,0,0,False,0,0,False,0,0,False,5,2.4,4,1.5,0.5773502691896257,dispersed,5,4.6,14,2.0,0.5,dispersed,4,1.25,2,6.333333333333333,0.8775437895017404,dispersed,5,1.2,2,2.0,0.3535533905932738,dispersed,4,1.25,2,3.0,0.7200822998230957,dispersed,0.0,147.0,0.2108843537414966
Q5GAN4,AlcoR,40,147,108,unknown,domain_edge,aromatic_sticker_region,Q5GAN4,0.03703703703703703,0.07407407407407407,0.03703703703703703,0.05555555555555555,0.05555555555555555,0.03703703703703703,0.04629629629629629,0.08333333333333333,0.07407407407407407,0.04629629629629629,0.01851851851851852,0.02777777777777778,0.07407407407407407,0.03703703703703703,0.07407407407407407,0.04629629629629629,0.05555555555555555,0.07407407407407407,0.0,0.04629629629629629,0.5,0.6481481481481481,0.3240740740740741,0.1481481481481481,0.4351851851851852,0.1481481481481481,0.09259259259259259,0.2407407407407407,0.05555555555555555,0.08333333333333333,1,0,False,0,0,False,0,0,False,27,2.0,5,1.923076923076923,0.6596969000988258,dispersed,22,3.181818181818182,8,1.761904761904762,0.6043426966215649,dispersed,14,1.142857142857143,3,6.538461538461538,0.9776746651443167,dispersed,25,1.88,5,2.541666666666667,0.8029440587710466,dispersed,19,1.368421052631579,3,4.333333333333333,0.8067760370539628,dispersed,1.0,147.0,0.7346938775510204
