protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__glycine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,is_medoid
Q6I9Y2,204.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96IZ7,334.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
A0AV96,593.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8TBZ5,544.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O75394,65.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8TAD8,396.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P61221,599.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P62312,80.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P62266,143.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O14776,1098.0,2,1,101.0,101.0,0.09198542805100182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O15455,904.0,1,3,897.0,299.0,0.9922566371681416,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
A0A0A0MQZ6,189.0,2,1,189.0,189.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O95391,586.0,1,6,471.0,78.5,0.8037542662116041,3+,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Q8TA86,221.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q14296,549.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9H814,394.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
A0A087WT20,597.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8N5L8,163.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9H898,229.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O94913,1555.0,2,1,169.0,169.0,0.10868167202572347,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96L21,214.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96CM3,377.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9H1E1,156.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q86U44,580.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8WWH5,349.0,3,2,29.0,14.5,0.0830945558739255,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Q9P2I0,782.0,2,1,15.0,15.0,0.01918158567774936,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Q7Z3Z4,852.0,1,5,79.0,15.8,0.09272300469483569,3+,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False
H0Y2Q1,191.0,1,5,89.0,17.8,0.46596858638743455,3+,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,False
Q9BRS8,491.0,1,13,402.0,30.923076923076923,0.8187372708757638,3+,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False
P15918,1043.0,1,7,224.0,32.0,0.21476510067114093,3+,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Q08AF3,891.0,3,2,27.0,13.5,0.030303030303030304,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False
Q6ZRY4,209.0,2,1,119.0,119.0,0.569377990430622,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
Q86TB9,770.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O43809,227.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P62314,119.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q05481,1191.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96N77,438.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q2NL82,804.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q14197,206.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q15287,305.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q1KMD3,747.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P62487,172.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P51608,486.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q93091,150.0,2,1,13.0,13.0,0.08666666666666667,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
A0A499FIA3,238.0,2,1,25.0,25.0,0.10504201680672269,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
P62310,102.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96MH2,286.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P12724,160.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P17480,764.0,2,1,14.0,14.0,0.01832460732984293,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96QU8,1125.0,1,18,340.0,18.88888888888889,0.3022222222222222,3+,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,False
Q9BVS5,477.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9UQ80,394.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P46781,194.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q15696,482.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q7Z570,1209.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P10153,161.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BXU2,312.0,1,5,98.0,19.6,0.3141025641025641,3+,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,False
P17039,623.0,3,2,30.0,15.0,0.048154093097913325,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
O75526,392.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O75817,140.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q92989,425.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BX10,602.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O95400,341.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BRZ2,755.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9H5L6,903.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q15365,356.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9NYK5,338.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q15393,1217.0,1,3,340.0,113.33333333333333,0.27937551355792933,3+,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q16637,294.0,2,1,294.0,294.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9HC36,420.0,1,4,148.0,37.0,0.3523809523809524,3+,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False
Q96AZ6,181.0,1,3,52.0,17.333333333333332,0.287292817679558,3+,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,False
O43447,177.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BRJ7,211.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BTL3,118.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O60294,686.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9NZJ5,1116.0,1,3,877.0,292.3333333333333,0.78584229390681,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q01780,885.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P47897,775.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q16600,458.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P26368,475.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P13639,858.0,3,2,141.0,70.5,0.16433566433566432,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
F5H0R1,912.0,2,1,12.0,12.0,0.013157894736842105,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96DU9,382.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9UNX4,943.0,1,10,524.0,52.4,0.5556733828207847,3+,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
Q96DV4,380.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O14893,280.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q7L2J0,689.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O15235,138.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q6L8Q7,609.0,1,4,74.0,18.5,0.12151067323481117,3+,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False
Q9BWF3,364.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9UI30,125.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O14746,1132.0,3,2,142.0,71.0,0.1254416961130742,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96IZ6,378.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8IUX4,373.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O95149,360.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q969S3,477.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q32MZ4,808.0,3,2,562.0,281.0,0.6955445544554455,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9UL03,887.0,1,5,472.0,94.4,0.532130777903044,3+,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
O43290,800.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BQ04,359.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O15116,133.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8WW27,367.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BUQ8,820.0,2,1,385.0,385.0,0.4695121951219512,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BQC6,102.0,2,1,102.0,102.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O15446,510.0,3,2,503.0,251.5,0.9862745098039216,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
Q8IY37,1157.0,3,2,260.0,130.0,0.2247191011235955,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Q6ZNH5,498.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9HA38,289.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8TDE3,154.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q12972,351.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96PK6,669.0,2,1,75.0,75.0,0.11210762331838565,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96G46,650.0,1,3,166.0,55.333333333333336,0.2553846153846154,3+,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False
Q00341,1268.0,2,1,14.0,14.0,0.011041009463722398,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
P52594,562.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9UHB9,627.0,1,7,122.0,17.428571428571427,0.19457735247208932,3+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,False
Q8N5Y2,521.0,2,1,15.0,15.0,0.028790786948176585,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9H2W6,279.0,2,1,16.0,16.0,0.05734767025089606,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q7L0Y3,403.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q7Z7L1,901.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q86YN6,1023.0,3,2,36.0,18.0,0.03519061583577713,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
Q53GS9,565.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q14103,355.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O60930,286.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8N8L2,437.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q969Y2,492.0,1,4,257.0,64.25,0.5223577235772358,3+,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,False
Q07666,443.0,3,2,440.0,220.0,0.9932279909706546,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
P43897,325.0,2,1,325.0,325.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q13064,507.0,2,1,299.0,299.0,0.5897435897435898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
A0A384DVK4,778.0,3,2,252.0,126.0,0.32390745501285345,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8NBJ9,832.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9UBP6,276.0,2,1,15.0,15.0,0.05434782608695652,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P78317,190.0,2,1,52.0,52.0,0.2736842105263158,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
Q92665,395.0,3,2,304.0,152.0,0.769620253164557,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Q9NPD3,245.0,2,1,245.0,245.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
Q12996,717.0,3,2,709.0,354.5,0.9888423988842399,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Q13151,305.0,2,1,305.0,305.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
Q5ST30,1063.0,3,2,549.0,274.5,0.5164628410159925,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
O95363,451.0,2,1,14.0,14.0,0.031042128603104215,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
F8W8D3,277.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q15022,739.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8N8U3,475.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9HAZ1,481.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O75643,2136.0,2,1,16.0,16.0,0.00749063670411985,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Q8N2A8,252.0,2,1,18.0,18.0,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q5PRF9,694.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P82912,194.0,2,1,25.0,25.0,0.12886597938144329,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O94762,991.0,1,3,686.0,228.66666666666666,0.6922300706357215,3+,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BUL9,199.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q7Z6E9,1792.0,1,6,245.0,40.833333333333336,0.13671875,3+,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,False
Q9Y3T9,749.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O75818,363.0,2,1,14.0,14.0,0.03856749311294766,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q93062,196.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96EL2,167.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O75569,313.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96I24,572.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P19338,710.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9Y265,456.0,2,1,172.0,172.0,0.37719298245614036,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96E39,390.0,3,2,260.0,130.0,0.6666666666666666,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False
P62244,130.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P16383,781.0,2,1,21.0,21.0,0.026888604353393086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Q13435,895.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8NC26,417.0,3,2,24.0,12.0,0.05755395683453238,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Q96BK5,328.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9H649,340.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q7KZ85,1726.0,1,3,65.0,21.666666666666668,0.03765932792584009,3+,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q969L4,123.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9H0S4,455.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q15910,746.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9Y3D9,190.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8NAF0,562.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9Y6M1,599.0,2,1,12.0,12.0,0.02003338898163606,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9Y2Z4,477.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q6ZP01,1051.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96SI9,672.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9Y3A4,280.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P57678,1058.0,2,1,6.0,6.0,0.005671077504725898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8TF46,1054.0,1,5,851.0,170.2,0.8074003795066413,3+,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q15050,365.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P05387,115.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P49411,455.0,1,5,82.0,16.4,0.18021978021978022,3+,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False
Q07864,2286.0,1,9,152.0,16.88888888888889,0.06649168853893263,3+,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Q9NQT5,275.0,0,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
